rownames,gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,wage,distance,tuition,education,income,region,unemp_wage_interaction,distance_category_Medium,distance_category_Far,parents_college_father,parents_college_mother,parents_college_none
1132,female,other,60.76,no,yes,yes,yes,9.300000190734863,10.149999618530272,0.1000000014901161,0.4341799914836883,16,high,other,94.39499838829032,False,False,False,True,False
1133,female,other,39.03,no,no,yes,no,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,12,low,other,85.1840045318604,False,False,False,False,True
1134,male,other,62.2,no,no,yes,no,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,14,low,other,85.1840045318604,False,False,False,False,True
1135,male,hispanic,39.83,no,yes,yes,no,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,12,high,other,85.1840045318604,False,False,False,True,False
1136,female,other,46.0,no,no,yes,no,8.800000190734863,9.68000030517578,1.0,1.0935300588607788,12,low,other,85.1840045318604,False,False,False,False,True
1137,male,afam,37.68,no,no,yes,no,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,12,low,other,37.484998812675485,False,False,False,False,True
1138,female,afam,42.11,no,no,yes,no,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,12,low,other,37.484998812675485,False,False,False,False,True
1139,male,other,56.77,no,no,yes,no,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,15,low,other,37.484998812675485,False,False,False,False,True
1140,female,afam,36.94,yes,yes,yes,no,5.099999904632568,7.349999904632568,1.0,0.7517299652099609,14,low,other,37.484998812675485,False,False,False,False,False
1141,female,afam,55.08,no,no,no,yes,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,14,low,other,37.69999980926514,True,False,False,False,True
1142,male,afam,52.49,yes,no,yes,yes,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,17,high,other,37.69999980926514,True,False,True,False,False
1143,female,other,42.89,no,yes,yes,yes,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,16,low,other,37.69999980926514,True,False,False,True,False
1144,male,afam,39.56,no,no,no,yes,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,12,low,other,37.69999980926514,True,False,False,False,True
1145,female,other,52.83,no,no,yes,yes,5.0,7.539999961853027,1.399999976158142,0.8187100291252136,14,high,other,37.69999980926514,True,False,False,False,True
1146,female,afam,41.31,no,no,no,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,13,low,other,49.24499795913698,False,False,False,False,True
1147,male,afam,43.6,no,no,no,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,14,low,other,49.24499795913698,False,False,False,False,True
1148,female,afam,39.39,no,no,no,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,low,other,49.24499795913698,False,False,False,False,True
1149,female,afam,36.23,no,no,no,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,low,other,49.24499795913698,False,False,False,False,True
1150,female,afam,34.02,no,no,yes,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,low,other,49.24499795913698,False,False,False,False,True
1151,female,afam,39.9,no,no,yes,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,16,low,other,49.24499795913698,False,False,False,False,True
1152,female,afam,58.88,no,no,no,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,16,low,other,49.24499795913698,False,False,False,False,True
1153,male,afam,38.27,no,no,yes,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,12,low,other,49.24499795913698,False,False,False,False,True
1154,male,hispanic,37.22,no,no,yes,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,14,low,other,49.24499795913698,False,False,False,False,True
1155,female,afam,42.44,no,no,no,yes,6.699999809265137,7.349999904632568,0.5,0.7517299652099609,13,low,other,49.24499795913698,False,False,False,False,True
1156,male,other,59.86,no,no,yes,no,5.599999904632568,7.329999923706055,1.5,0.6558899879455566,12,low,other,41.04799887371064,True,False,False,False,True
1157,male,afam,37.91,no,no,no,no,5.599999904632568,7.329999923706055,1.5,0.6558899879455566,12,low,other,41.04799887371064,True,False,False,False,True
1158,female,other,48.65,no,no,yes,no,4.0,7.539999961853027,2.0,0.8187100291252136,13,high,other,30.15999984741211,True,False,False,False,True
1159,male,other,54.29,no,no,yes,no,4.0,7.539999961853027,2.0,0.8187100291252136,16,low,other,30.15999984741211,True,False,False,False,True
1160,male,other,48.19,no,no,yes,no,4.0,7.539999961853027,2.0,0.8187100291252136,14,low,other,30.15999984741211,True,False,False,False,True
1161,female,other,59.53,yes,no,yes,no,4.0,7.539999961853027,2.0,0.8187100291252136,16,high,other,30.15999984741211,True,False,True,False,False
1162,female,other,52.51,yes,yes,no,no,4.0,7.539999961853027,2.0,0.8187100291252136,14,low,other,30.15999984741211,True,False,False,False,False
1163,male,other,51.29,yes,yes,yes,no,4.0,7.539999961853027,2.0,0.8187100291252136,16,low,other,30.15999984741211,True,False,False,False,False
1164,male,other,62.04,yes,yes,yes,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,high,other,39.48999905586243,False,False,False,False,False
1165,female,other,41.06,no,no,no,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,low,other,39.48999905586243,False,False,False,False,True
1166,male,other,45.26,no,no,no,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,low,other,39.48999905586243,False,False,False,False,True
1167,female,other,68.81,yes,yes,yes,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,low,other,39.48999905586243,False,False,False,False,False
1168,female,other,60.14,yes,yes,yes,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,high,other,39.48999905586243,False,False,False,False,False
1169,male,hispanic,41.22,no,no,no,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,low,other,39.48999905586243,False,False,False,False,True
1170,male,other,51.02,no,no,yes,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,12,low,other,39.48999905586243,False,False,False,False,True
1171,female,afam,45.38,no,no,yes,yes,5.5,7.179999828338623,0.800000011920929,1.1651300191879272,16,low,other,39.48999905586243,False,False,False,False,True
1172,male,other,33.07,no,no,yes,no,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,low,other,120.78499158859263,False,True,False,False,True
1173,female,other,47.97,no,no,yes,no,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,13,low,other,120.78499158859263,False,True,False,False,True
1174,male,other,44.56,no,no,yes,no,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,low,other,120.78499158859263,False,True,False,False,True
1175,female,other,33.84,no,no,yes,no,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,low,other,120.78499158859263,False,True,False,False,True
1176,male,other,47.95,no,no,yes,no,11.899999618530272,10.149999618530272,7.0,0.4341799914836883,12,low,other,120.78499158859263,False,True,False,False,True
1177,female,afam,41.13,no,no,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,high,other,30.052998988151558,False,False,False,False,True
1178,male,other,53.49,no,no,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,low,other,30.052998988151558,False,False,False,False,True
1179,male,other,58.97,no,no,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,high,other,30.052998988151558,False,False,False,False,True
1180,female,afam,41.85,no,no,no,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,low,other,30.052998988151558,False,False,False,False,True
1181,female,hispanic,38.16,no,no,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,low,other,30.052998988151558,False,False,False,False,True
1182,female,other,54.77,yes,yes,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,18,high,other,30.052998988151558,False,False,False,False,False
1183,female,other,65.86,no,no,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,low,other,30.052998988151558,False,False,False,False,True
1184,female,other,49.99,no,no,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,low,other,30.052998988151558,False,False,False,False,True
1185,female,other,62.68,no,no,yes,no,4.099999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,16,high,other,30.052998988151558,False,False,False,False,True
1186,female,other,50.78,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,16,low,other,40.424999475479126,True,False,False,False,True
1187,female,afam,36.29,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,14,low,other,40.424999475479126,True,False,False,False,True
1188,female,afam,52.75,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,16,low,other,40.424999475479126,True,False,False,False,True
1189,female,afam,47.75,no,no,no,no,5.5,7.349999904632568,2.5,0.7517299652099609,16,low,other,40.424999475479126,True,False,False,False,True
1190,female,afam,49.19,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,low,other,40.424999475479126,True,False,False,False,True
1191,male,afam,35.15,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,15,low,other,40.424999475479126,True,False,False,False,True
1192,female,afam,41.22,no,no,no,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,low,other,40.424999475479126,True,False,False,False,True
1193,male,other,44.99,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,high,other,40.424999475479126,True,False,False,False,True
1194,male,afam,36.92,no,no,no,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,low,other,40.424999475479126,True,False,False,False,True
1195,female,afam,40.53,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,low,other,40.424999475479126,True,False,False,False,True
1196,female,afam,35.98,no,no,no,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,low,other,40.424999475479126,True,False,False,False,True
1197,male,other,59.12,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,low,other,40.424999475479126,True,False,False,False,True
1198,male,hispanic,37.07,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,12,low,other,40.424999475479126,True,False,False,False,True
1199,female,afam,49.48,no,no,yes,no,5.5,7.349999904632568,2.5,0.7517299652099609,15,low,other,40.424999475479126,True,False,False,False,True
1200,male,other,52.01,yes,no,yes,no,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,16,low,other,47.502001197814934,True,False,True,False,False
1201,male,hispanic,43.95,yes,no,no,no,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,13,high,other,47.502001197814934,True,False,True,False,False
1202,male,other,49.83,yes,no,yes,no,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,16,high,other,47.502001197814934,True,False,True,False,False
1203,male,other,55.28,no,no,no,no,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,14,low,other,47.502001197814934,True,False,False,False,True
1204,male,other,48.99,no,no,yes,no,6.300000190734863,7.539999961853027,4.0,0.8187100291252136,12,low,other,47.502001197814934,True,False,False,False,True
1205,male,other,47.98,no,no,yes,no,6.5,7.329999923706055,3.5,0.6558899879455566,12,low,other,47.644999504089355,True,False,False,False,True
1206,male,other,44.66,no,yes,yes,no,6.5,7.329999923706055,3.5,0.6558899879455566,12,low,other,47.644999504089355,True,False,False,True,False
1207,male,hispanic,46.28,no,no,yes,no,6.5,7.329999923706055,3.5,0.6558899879455566,13,low,other,47.644999504089355,True,False,False,False,True
1208,female,other,45.8,yes,no,yes,no,6.400000095367432,7.539999961853027,5.0,0.8187100291252136,13,high,other,48.256000474929806,True,False,True,False,False
1209,female,other,43.42,no,no,yes,no,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,16,low,other,67.43599790000917,False,False,False,False,True
1210,female,other,56.1,no,no,yes,no,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,14,low,other,67.43599790000917,False,False,False,False,True
1211,female,other,46.18,no,no,no,no,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,12,low,other,67.43599790000917,False,False,False,False,True
1212,female,afam,48.59,no,no,yes,no,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,12,low,other,67.43599790000917,False,False,False,False,True
1213,male,other,69.38,yes,yes,yes,no,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,17,high,other,67.43599790000917,False,False,False,False,False
1214,male,afam,37.61,no,no,yes,no,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,13,low,other,67.43599790000917,False,False,False,False,True
1215,male,other,64.54,yes,no,yes,no,9.199999809265137,7.329999923706055,0.800000011920929,0.6558899879455566,16,high,other,67.43599790000917,False,False,True,False,False
1216,female,afam,43.94,no,no,yes,no,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,14,low,other,46.17900091743468,True,False,False,False,True
1217,female,other,62.51,no,no,no,no,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,13,low,other,46.17900091743468,True,False,False,False,True
1218,female,afam,49.84,no,no,yes,no,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,12,low,other,46.17900091743468,True,False,False,False,True
1219,female,other,49.74,no,no,yes,no,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,16,low,other,46.17900091743468,True,False,False,False,True
1220,female,afam,40.42,no,no,yes,no,6.300000190734863,7.329999923706055,2.5,0.6558899879455566,13,low,other,46.17900091743468,True,False,False,False,True
1221,male,other,57.91,no,no,no,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,13,low,other,35.43799838256837,False,False,False,False,True
1222,female,other,44.03,no,yes,yes,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,13,low,other,35.43799838256837,False,False,False,True,False
1223,male,other,47.8,no,no,yes,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,low,other,35.43799838256837,False,False,False,False,True
1224,female,other,61.61,yes,no,yes,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,18,high,other,35.43799838256837,False,False,True,False,False
1225,female,other,44.67,no,no,yes,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,high,other,35.43799838256837,False,False,False,False,True
1226,female,other,65.05,yes,no,no,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,16,low,other,35.43799838256837,False,False,True,False,False
1227,male,other,51.92,yes,no,yes,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,13,high,other,35.43799838256837,False,False,True,False,False
1228,female,other,55.53,no,no,no,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,low,other,35.43799838256837,False,False,False,False,True
1229,female,other,60.93,yes,no,yes,no,4.699999809265137,7.539999961853027,0.699999988079071,0.8187100291252136,12,low,other,35.43799838256837,False,False,True,False,False
1230,female,afam,43.54,no,no,yes,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,14,low,other,41.6440003738403,False,False,False,False,True
1231,female,afam,37.17,no,no,yes,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,low,other,41.6440003738403,False,False,False,False,True
1232,female,other,45.4,yes,no,yes,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,high,other,41.6440003738403,False,False,True,False,False
1233,female,other,41.8,no,no,no,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,13,low,other,41.6440003738403,False,False,False,False,True
1234,female,afam,40.13,no,no,yes,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,high,other,41.6440003738403,False,False,False,False,True
1235,female,other,51.98,no,no,yes,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,high,other,41.6440003738403,False,False,False,False,True
1236,male,other,51.99,yes,no,no,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,12,low,other,41.6440003738403,False,False,True,False,False
1237,female,other,52.26,no,no,yes,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,16,low,other,41.6440003738403,False,False,False,False,True
1238,male,hispanic,49.88,yes,no,yes,no,5.800000190734863,7.179999828338623,0.5,1.1651300191879272,16,low,other,41.6440003738403,False,False,True,False,False
1239,male,afam,41.87,no,no,yes,no,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,13,low,other,47.04000009059905,False,False,False,False,True
1240,female,afam,38.43,no,no,no,no,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,12,low,other,47.04000009059905,False,False,False,False,True
1241,male,afam,37.91,no,no,yes,no,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,12,low,other,47.04000009059905,False,False,False,False,True
1242,male,afam,54.31,no,no,yes,no,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,14,low,other,47.04000009059905,False,False,False,False,True
1243,male,afam,36.23,no,no,yes,no,6.400000095367432,7.349999904632568,0.4000000059604645,0.7517299652099609,12,low,other,47.04000009059905,False,False,False,False,True
1244,male,afam,61.37,no,no,yes,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,14,low,other,41.04799887371064,False,False,False,False,True
1245,female,afam,42.35,no,no,no,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,low,other,41.04799887371064,False,False,False,False,True
1246,female,afam,51.72,no,no,yes,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,low,other,41.04799887371064,False,False,False,False,True
1247,male,other,42.35,yes,no,yes,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,15,low,other,41.04799887371064,False,False,True,False,False
1248,male,other,46.13,no,no,yes,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,13,low,other,41.04799887371064,False,False,False,False,True
1249,male,other,57.1,no,no,no,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,14,low,other,41.04799887371064,False,False,False,False,True
1250,male,other,45.9,no,no,no,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,low,other,41.04799887371064,False,False,False,False,True
1251,female,other,54.37,yes,yes,yes,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,16,high,other,41.04799887371064,False,False,False,False,False
1252,female,afam,39.89,no,no,no,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,12,low,other,41.04799887371064,False,False,False,False,True
1253,female,other,47.76,no,no,yes,yes,5.599999904632568,7.329999923706055,0.3000000119209289,0.6558899879455566,16,low,other,41.04799887371064,False,False,False,False,True
1254,female,afam,50.01,no,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,low,other,40.925997652053866,False,False,False,False,True
1255,male,afam,44.17,no,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,low,other,40.925997652053866,False,False,False,False,True
1256,male,hispanic,54.5,no,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,low,other,40.925997652053866,False,False,False,False,True
1257,female,other,63.09,yes,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,15,high,other,40.925997652053866,False,False,True,False,False
1258,male,other,60.86,no,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,low,other,40.925997652053866,False,False,False,False,True
1259,male,other,56.51,no,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,high,other,40.925997652053866,False,False,False,False,True
1260,male,other,52.73,yes,yes,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,low,other,40.925997652053866,False,False,False,False,False
1261,female,afam,46.28,no,no,no,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,14,low,other,40.925997652053866,False,False,False,False,True
1262,female,other,54.21,no,no,no,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,high,other,40.925997652053866,False,False,False,False,True
1263,female,other,65.95,yes,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,16,low,other,40.925997652053866,False,False,True,False,False
1264,female,afam,40.78,no,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,12,low,other,40.925997652053866,False,False,False,False,True
1265,female,afam,64.69,no,no,yes,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,17,low,other,40.925997652053866,False,False,False,False,True
1266,male,afam,47.45,no,no,no,yes,5.699999809265137,7.179999828338623,0.3000000119209289,1.1651300191879272,13,low,other,40.925997652053866,False,False,False,False,True
1267,male,hispanic,39.9,no,no,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,14,low,other,33.717998950004585,False,False,False,False,True
1268,female,other,50.84,no,yes,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,16,low,other,33.717998950004585,False,False,False,True,False
1269,female,other,62.86,no,no,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,15,high,other,33.717998950004585,False,False,False,False,True
1270,female,other,56.85,no,no,no,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,16,low,other,33.717998950004585,False,False,False,False,True
1271,female,other,44.94,no,no,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,13,low,other,33.717998950004585,False,False,False,False,True
1272,male,other,34.29,no,no,no,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,low,other,33.717998950004585,False,False,False,False,True
1273,male,afam,37.14,no,no,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,high,other,33.717998950004585,False,False,False,False,True
1274,male,afam,36.24,no,no,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,low,other,33.717998950004585,False,False,False,False,True
1275,female,other,48.95,no,no,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,16,low,other,33.717998950004585,False,False,False,False,True
1276,male,other,63.97,yes,yes,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,17,high,other,33.717998950004585,False,False,False,False,False
1277,male,other,59.45,no,no,no,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,12,low,other,33.717998950004585,False,False,False,False,True
1278,female,afam,39.02,yes,no,yes,yes,4.599999904632568,7.329999923706055,0.5,0.6558899879455566,14,high,other,33.717998950004585,False,False,True,False,False
1279,female,afam,53.14,no,no,no,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,15,low,other,39.96200123596191,True,False,False,False,True
1280,male,afam,36.76,no,no,yes,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,12,low,other,39.96200123596191,True,False,False,False,True
1281,female,other,38.01,no,no,yes,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,12,low,other,39.96200123596191,True,False,False,False,True
1282,male,other,47.31,no,no,yes,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,16,high,other,39.96200123596191,True,False,False,False,True
1283,female,afam,50.02,no,no,yes,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,13,low,other,39.96200123596191,True,False,False,False,True
1284,female,afam,39.04,no,no,yes,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,12,low,other,39.96200123596191,True,False,False,False,True
1285,female,afam,46.61,no,no,yes,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,15,low,other,39.96200123596191,True,False,False,False,True
1286,female,other,60.22,yes,yes,yes,no,5.300000190734863,7.539999961853027,1.5,0.8187100291252136,17,low,other,39.96200123596191,True,False,False,False,False
1287,male,hispanic,53.14,no,no,yes,no,9.300000190734863,7.400000095367432,6.0,0.8833699822425842,12,low,other,68.82000229835512,False,True,False,False,True
1288,female,other,52.5,no,no,yes,no,9.300000190734863,7.400000095367432,6.0,0.8833699822425842,12,low,other,68.82000229835512,False,True,False,False,True
1289,male,other,53.99,yes,yes,yes,no,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,12,high,other,42.95199961471553,False,False,False,False,False
1290,male,other,53.72,yes,yes,yes,no,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,15,high,other,42.95199961471553,False,False,False,False,False
1291,male,other,61.15,no,yes,yes,no,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,14,low,other,42.95199961471553,False,False,False,True,False
1292,male,hispanic,36.43,no,no,no,no,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,12,low,other,42.95199961471553,False,False,False,False,True
1293,female,other,55.52,no,no,no,no,5.199999809265137,8.260000228881836,0.3000000119209289,0.6154699921607971,12,low,other,42.95199961471553,False,False,False,False,True
1294,male,other,52.06,no,no,yes,no,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,16,low,other,40.700000524520874,False,False,False,False,True
1295,female,other,43.59,yes,no,yes,no,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,13,high,other,40.700000524520874,False,False,True,False,False
1296,male,other,55.1,no,no,no,no,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,13,low,other,40.700000524520874,False,False,False,False,True
1297,male,other,49.68,no,no,yes,no,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,13,low,other,40.700000524520874,False,False,False,False,True
1298,male,other,48.28,yes,yes,yes,no,5.5,7.400000095367432,0.1000000014901161,0.8833699822425842,18,low,other,40.700000524520874,False,False,False,False,False
1299,female,other,59.01,no,no,yes,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,high,other,40.700000524520874,False,False,False,False,True
1300,male,other,58.08,no,no,yes,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,low,other,40.700000524520874,False,False,False,False,True
1301,female,hispanic,56.72,yes,no,yes,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,high,other,40.700000524520874,False,False,True,False,False
1302,female,other,44.28,yes,no,yes,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,12,low,other,40.700000524520874,False,False,True,False,False
1303,female,other,38.65,no,no,no,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,12,low,other,40.700000524520874,False,False,False,False,True
1304,female,other,55.99,no,no,no,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,low,other,40.700000524520874,False,False,False,False,True
1305,male,other,48.66,no,no,yes,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,16,low,other,40.700000524520874,False,False,False,False,True
1306,male,afam,55.28,no,no,no,yes,5.5,7.400000095367432,0.3000000119209289,0.8833699822425842,18,low,other,40.700000524520874,False,False,False,False,True
1307,female,other,42.38,no,no,no,no,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,12,low,other,52.86400225257876,False,False,False,False,True
1308,male,afam,38.6,no,no,no,no,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,12,low,other,52.86400225257876,False,False,False,False,True
1309,male,other,61.24,no,no,yes,no,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,16,low,other,52.86400225257876,False,False,False,False,True
1310,male,other,43.72,yes,yes,no,no,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,12,high,other,52.86400225257876,False,False,False,False,False
1311,female,other,49.12,no,no,yes,no,6.400000095367432,8.260000228881836,0.1000000014901161,0.6154699921607971,16,high,other,52.86400225257876,False,False,False,False,True
1312,female,other,52.65,yes,yes,no,no,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,16,high,other,27.380000705719,False,False,False,False,False
1313,female,other,42.12,no,no,yes,no,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,16,high,other,27.380000705719,False,False,False,False,True
1314,female,other,45.68,yes,no,yes,no,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,16,high,other,27.380000705719,False,False,True,False,False
1315,male,other,55.16,no,no,yes,no,3.700000047683716,7.400000095367432,0.5,0.8833699822425842,12,low,other,27.380000705719,False,False,False,False,True
